dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1708394400,2024-02-20 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.06,,4.54,6.25,6.05,8.86,1008,,,84,1.54,100,,,,,,100,804,Clouds,overcast clouds,04n
1708398000,2024-02-20 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.05,10000,4.85,4.53,4.96,8.01,1008,,,92,2.06,50,,0.38,,,,100,500,Rain,light rain,10n
1708401600,2024-02-20 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.88,10000,4.99,4.33,4.96,7.35,1009,,,94,2.06,80,,0.34,,,,100,500,Rain,light rain,10n
1708405200,2024-02-20 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.93,10000,5.19,4.39,4.96,7.19,1009,,,95,2.06,70,,0.34,,,,100,500,Rain,light rain,10n
1708408800,2024-02-20 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.98,10000,5.24,3.29,4.96,7.19,1009,,,95,3.6,40,,0.42,,,,100,500,Rain,light rain,10n
1708412400,2024-02-20 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.91,10000,5.17,3.21,4.95,7.35,1009,,,95,3.6,10,,0.25,,,,100,500,Rain,light rain,10n
1708416000,2024-02-20 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.94,10000,5.5,4.97,4.96,7.35,1009,,,97,1.54,110,,0.25,,,,100,500,Rain,light rain,10n
1708419600,2024-02-20 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.93,10000,5.34,3.23,4.96,7.35,1010,,,96,3.6,280,,0.34,,,,100,500,Rain,light rain,10n
1708423200,2024-02-20 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.94,10000,5.5,4.4,4.96,7.35,1010,,,97,2.06,280,,0.24,,,,100,500,Rain,light rain,10n
1708426800,2024-02-20 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.91,,5.32,3.54,4.96,7.35,1010,,,96,3.09,300,,0.11,,,,97,500,Rain,light rain,10n
1708430400,2024-02-20 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.71,10000,5.12,2.96,4.94,7.35,1010,,,96,3.6,360,,,,,,100,804,Clouds,overcast clouds,04n
1708434000,2024-02-20 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.62,10000,5.18,3.19,4.94,6.64,1010,,,97,3.09,330,,,,,,100,804,Clouds,overcast clouds,04n
1708437600,2024-02-20 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.62,10000,5.03,3.19,4.94,6.64,1011,,,96,3.09,20,,,,,,100,500,Rain,light rain,10n
1708441200,2024-02-20 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.93,10000,5.49,3.95,4.96,7.35,1011,,,97,2.57,40,,,,,,100,804,Clouds,overcast clouds,04n
1708444800,2024-02-20 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.16,10000,5.72,6.16,5.4,7.35,1011,,,97,1.03,280,,,,,,100,804,Clouds,overcast clouds,04d
1708448400,2024-02-20 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.59,10000,6.15,5.16,5.49,7.61,1012,,,97,2.06,40,,,,,,100,500,Rain,light rain,10d
1708452000,2024-02-20 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.05,10000,6.61,5.7,6.05,8.35,1012,,,97,2.06,60,,0.25,,,,100,500,Rain,light rain,10d
1708455600,2024-02-20 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.32,9656,6.73,5.23,6.05,8.72,1013,,,96,3.09,70,,0.38,,,,100,500,Rain,light rain,10d
1708455600,2024-02-20 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.32,9656,6.73,5.23,6.05,8.72,1013,,,96,3.09,70,,0.38,,,,100,701,Mist,mist,50d
1708459200,2024-02-20 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.75,10000,7.3,5.75,6.38,8.72,1013,,,97,3.09,80,,0.25,,,,100,500,Rain,light rain,10d
1708462800,2024-02-20 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.28,10000,7.53,5.83,7.17,9.35,1013,,,95,4.12,100,,0.59,,,,100,300,Drizzle,light intensity drizzle,09d
1708462800,2024-02-20 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.28,10000,7.53,5.83,7.17,9.35,1013,,,95,4.12,100,,0.59,,,,100,500,Rain,light rain,10d
1708466400,2024-02-20 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.45,10000,7.54,6.3,7.38,9.35,1013,,,94,3.6,110,,0.63,,,,100,300,Drizzle,light intensity drizzle,09d
1708466400,2024-02-20 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.45,10000,7.54,6.3,7.38,9.35,1013,,,94,3.6,110,,0.63,,,,100,500,Rain,light rain,10d
1708470000,2024-02-20 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.59,10000,7.52,7.1,7.38,9.83,1013,,,93,2.57,90,,0.41,,,,100,500,Rain,light rain,10d
1708473600,2024-02-21 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.72,10000,7.65,7.65,7.71,9.83,1013,,,93,2.06,90,,0.27,,,,100,300,Drizzle,light intensity drizzle,09d
1708473600,2024-02-21 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.72,10000,7.65,7.65,7.71,9.83,1013,,,93,2.06,90,,0.27,,,,100,500,Rain,light rain,10d
1708477200,2024-02-21 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.25,10000,7.03,7.61,7.38,9.41,1012,,,92,1.54,20,,0.14,,,,100,500,Rain,light rain,10d
1708480800,2024-02-21 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.37,10000,7.46,6.84,7.16,9.35,1012,,,94,2.57,320,,0.1,,,,100,500,Rain,light rain,10n
1708484400,2024-02-21 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.76,10000,7.16,7.76,7.16,8.86,1012,,,96,1.03,290,,0.25,,,,100,500,Rain,light rain,10n
1708488000,2024-02-21 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.46,10000,7.02,6.71,6.38,8.86,1012,,,97,1.54,220,,,,,,100,500,Rain,light rain,10n
1708491600,2024-02-21 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.67,10000,7.22,5.66,6.38,8.72,1012,,,97,3.09,310,,0.38,,,,100,500,Rain,light rain,10n
1708495200,2024-02-21 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.67,10000,7.22,5.35,6.38,8.72,1012,,,97,3.6,350,,0.25,,,,100,500,Rain,light rain,10n
1708498800,2024-02-21 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.44,10000,7.15,4.55,6.6,8.35,1012,,,98,4.63,70,,0.25,,,,100,500,Rain,light rain,10n
1708502400,2024-02-21 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.44,10000,7,5.74,6.6,8.3,1012,,,97,2.57,60,,0.51,,,,100,500,Rain,light rain,10n
1708506000,2024-02-21 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.31,10000,7.02,6.53,6.38,8.3,1012,,,98,1.54,100,,0.25,,,,100,500,Rain,light rain,10n
1708509600,2024-02-21 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.53,10000,7.23,5.84,6.38,8.35,1011,,,98,2.57,340,,0.25,,,,100,500,Rain,light rain,10n
1708513200,2024-02-21 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.26,10000,6.97,5.16,6.38,8.35,1011,,,98,3.09,360,,0.47,,,,100,500,Rain,light rain,10n
1708516800,2024-02-21 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.2,4828,6.91,5.09,6.07,8.35,1011,,,98,3.09,360,,0.38,,,,100,500,Rain,light rain,10n
1708516800,2024-02-21 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.2,4828,6.91,5.09,6.07,8.35,1011,,,98,3.09,360,,0.38,,,,100,701,Mist,mist,50n
1708520400,2024-02-21 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.09,4828,6.8,5.75,6.05,8.35,1011,,,98,2.06,360,,0.51,,,,100,500,Rain,light rain,10n
1708520400,2024-02-21 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.09,4828,6.8,5.75,6.05,8.35,1011,,,98,2.06,360,,0.51,,,,100,701,Mist,mist,50n
1708524000,2024-02-21 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.04,6437,6.75,5.69,6.05,8.35,1011,,,98,2.06,100,,0.25,,,,100,500,Rain,light rain,10n
1708524000,2024-02-21 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.04,6437,6.75,5.69,6.05,8.35,1011,,,98,2.06,100,,0.25,,,,100,701,Mist,mist,50n
1708527600,2024-02-21 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.09,9656,6.8,5.75,6.06,8.35,1011,,,98,2.06,120,,0.51,,,,100,500,Rain,light rain,10n
1708527600,2024-02-21 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.09,9656,6.8,5.75,6.06,8.35,1011,,,98,2.06,120,,0.51,,,,100,701,Mist,mist,50n
1708531200,2024-02-21 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.16,9656,6.87,5.41,6.05,8.35,1012,,,98,2.57,130,,0.38,,,,100,500,Rain,light rain,10d
1708531200,2024-02-21 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.16,9656,6.87,5.41,6.05,8.35,1012,,,98,2.57,130,,0.38,,,,100,701,Mist,mist,50d
1708534800,2024-02-21 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.87,4828,7.57,6.66,7.01,8.72,1012,,,98,2.06,90,,0.25,,,,100,500,Rain,light rain,10d
1708534800,2024-02-21 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.87,4828,7.57,6.66,7.01,8.72,1012,,,98,2.06,90,,0.25,,,,100,701,Mist,mist,50d
1708538400,2024-02-21 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.78,9656,7.48,6.14,6.6,8.86,1013,,,98,2.57,70,,0.77,,,,100,500,Rain,light rain,10d
1708538400,2024-02-21 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.78,9656,7.48,6.14,6.6,8.86,1013,,,98,2.57,70,,0.77,,,,100,701,Mist,mist,50d
1708542000,2024-02-21 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.39,9656,7.94,5.52,7.16,9.41,1014,,,97,5.14,90,,0.47,,,,100,500,Rain,light rain,10d
1708542000,2024-02-21 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.39,9656,7.94,5.52,7.16,9.41,1014,,,97,5.14,90,,0.47,,,,100,701,Mist,mist,50d
1708545600,2024-02-21 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.29,9656,8.69,7.61,8.29,9.97,1014,,,96,3.09,70,,0.25,,,,100,500,Rain,light rain,10d
1708545600,2024-02-21 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.29,9656,8.69,7.61,8.29,9.97,1014,,,96,3.09,70,,0.25,,,,100,701,Mist,mist,50d
1708549200,2024-02-21 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.75,10000,8.67,7.64,9.12,10.35,1014,,,93,4.12,70,,0.34,,,,100,500,Rain,light rain,10d
1708552800,2024-02-21 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,10.17,10000,8.61,9.59,8.82,10.54,1015,,,90,3.09,110,,0.19,,,,100,501,Rain,moderate rain,10d
1708556400,2024-02-21 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.64,10000,8.41,8.72,8.27,10.54,1015,,,92,2.06,60,,0.25,,,,100,521,Rain,shower rain,09d
1708560000,2024-02-22 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.62,10000,8.54,8.33,8.38,10.35,1016,,,93,2.57,30,,,,,,100,804,Clouds,overcast clouds,04d
1708563600,2024-02-22 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.28,10000,8.21,7.06,8.27,9.83,1016,,,93,4.12,90,,0.17,,,,100,500,Rain,light rain,10d
1708567200,2024-02-22 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.92,10000,7.85,6.88,8.01,9.4,1017,,,93,3.6,60,,0.16,,,,100,521,Rain,shower rain,09n
1708570800,2024-02-22 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.53,10000,7.62,5.32,7.38,9.4,1018,,,94,6.17,110,,0.16,,,,100,500,Rain,light rain,10n
1708574400,2024-02-22 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.55,9656,8.1,5.72,7.38,9.35,1018,,,97,5.14,90,,0.76,,,,100,500,Rain,light rain,10n
1708574400,2024-02-22 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.55,9656,8.1,5.72,7.38,9.35,1018,,,97,5.14,90,,0.76,,,,100,701,Mist,mist,50n
1708578000,2024-02-22 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.22,6437,7.77,5.52,7.17,9.35,1019,,,97,4.63,80,,0.38,,,,100,500,Rain,light rain,10n
1708578000,2024-02-22 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.22,6437,7.77,5.52,7.17,9.35,1019,,,97,4.63,80,,0.38,,,,100,701,Mist,mist,50n
1708581600,2024-02-22 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.07,10000,7.62,4.73,7.17,8.72,1020,,,97,6.17,80,,1.02,,,,100,501,Rain,moderate rain,10n
1708585200,2024-02-22 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.07,4828,7.62,4.56,7.17,8.72,1020,,,97,6.69,90,,0.25,,,,100,500,Rain,light rain,10n
1708585200,2024-02-22 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.07,4828,7.62,4.56,7.17,8.72,1020,,,97,6.69,90,,0.25,,,,100,701,Mist,mist,50n
1708588800,2024-02-22 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.86,3219,7.41,4.13,7.17,8.86,1021,,,97,7.2,90,,0.25,,,,100,300,Drizzle,light intensity drizzle,09n
1708588800,2024-02-22 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.86,3219,7.41,4.13,7.17,8.86,1021,,,97,7.2,90,,0.25,,,,100,701,Mist,mist,50n
1708588800,2024-02-22 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.86,3219,7.41,4.13,7.17,8.86,1021,,,97,7.2,90,,0.25,,,,100,500,Rain,light rain,10n
1708592400,2024-02-22 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.75,4023,7.3,3.98,7.17,8.86,1022,,,97,7.2,90,,0.76,,,,100,300,Drizzle,light intensity drizzle,09n
1708592400,2024-02-22 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.75,4023,7.3,3.98,7.17,8.86,1022,,,97,7.2,90,,0.76,,,,100,701,Mist,mist,50n
1708592400,2024-02-22 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.75,4023,7.3,3.98,7.17,8.86,1022,,,97,7.2,90,,0.76,,,,100,500,Rain,light rain,10n
1708596000,2024-02-22 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.6,3219,7.3,3.79,7.16,8.35,1022,,,98,7.2,80,,0.25,,,,100,500,Rain,light rain,10n
1708596000,2024-02-22 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.6,3219,7.3,3.79,7.16,8.35,1022,,,98,7.2,80,,0.25,,,,100,701,Mist,mist,50n
1708599600,2024-02-22 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.5,4023,7.06,3.82,6.61,8.35,1023,,,97,6.71,82,8.49,0.64,,,,100,310,Drizzle,light intensity drizzle rain,09n
1708599600,2024-02-22 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.5,4023,7.06,3.82,6.61,8.35,1023,,,97,6.71,82,8.49,0.64,,,,100,701,Mist,mist,50n
1708599600,2024-02-22 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.5,4023,7.06,3.82,6.61,8.35,1023,,,97,6.71,82,8.49,0.64,,,,100,500,Rain,light rain,10n
1708603200,2024-02-22 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.49,4023,7.05,3.65,6.61,8.35,1023,,,97,7.2,90,,0.38,,,,100,701,Mist,mist,50n
1708603200,2024-02-22 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.49,4023,7.05,3.65,6.61,8.35,1023,,,97,7.2,90,,0.38,,,,100,500,Rain,light rain,10n
1708603200,2024-02-22 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.49,4023,7.05,3.65,6.61,8.35,1023,,,97,7.2,90,,0.38,,,,100,310,Drizzle,light intensity drizzle rain,09n
1708606800,2024-02-22 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.49,4023,7.05,4.18,6.61,8.35,1023,,,97,5.66,90,,0.89,,,,100,500,Rain,light rain,10n
1708606800,2024-02-22 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.49,4023,7.05,4.18,6.61,8.35,1023,,,97,5.66,90,,0.89,,,,100,701,Mist,mist,50n
1708610400,2024-02-22 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.4,6437,6.96,4.28,6.61,8.35,1024,,,97,5.14,100,,1.4,,,,100,300,Drizzle,light intensity drizzle,09n
1708610400,2024-02-22 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.4,6437,6.96,4.28,6.61,8.35,1024,,,97,5.14,100,,1.4,,,,100,701,Mist,mist,50n
1708610400,2024-02-22 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.4,6437,6.96,4.28,6.61,8.35,1024,,,97,5.14,100,,1.4,,,,100,501,Rain,moderate rain,10n
1708614000,2024-02-22 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.4,6437,6.96,4.28,6.61,8.35,1025,,,97,5.14,100,,0.51,,,,100,500,Rain,light rain,10n
1708614000,2024-02-22 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.4,6437,6.96,4.28,6.61,8.35,1025,,,97,5.14,100,,0.51,,,,100,701,Mist,mist,50n
1708617600,2024-02-22 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.35,10000,7.06,4.22,6.6,8.35,1026,,,98,5.14,90,,1.02,,,,100,501,Rain,moderate rain,10d
1708621200,2024-02-22 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.54,10000,7.1,4.45,6.61,8.35,1026,,,97,5.14,100,,0.25,,,,100,500,Rain,light rain,10d
1708624800,2024-02-22 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.95,10000,7.35,4.4,6.9,8.82,1027,,,96,6.69,100,,0.26,,,,100,500,Rain,light rain,10d
1708628400,2024-02-22 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.63,10000,8.03,5.82,7.38,9.47,1028,,,96,5.14,130,,0.18,,,,100,500,Rain,light rain,10d
1708632000,2024-02-22 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.99,,8.23,6.96,8.01,10.02,1028,,,95,3.6,140,,0.12,,,,87,500,Rain,light rain,10d
1708635600,2024-02-22 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.53,10000,8.3,7.15,8.28,10.4,1028,,,92,4.63,140,,,,,,75,803,Clouds,broken clouds,04d
1708639200,2024-02-22 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.93,,8.69,9.74,9.12,10.49,1028,,,92,1.34,51,4.47,,,,,75,803,Clouds,broken clouds,04d
1708642800,2024-02-22 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,10.91,10000,8.14,10.22,10.06,11.65,1028,,,83,3.09,100,,,,,,20,801,Clouds,few clouds,02d
1708646400,2024-02-23 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,10.52,10000,7.76,9.79,9.38,12.19,1027,,,83,2.57,70,,,,,,20,801,Clouds,few clouds,02d
1708650000,2024-02-23 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.93,10000,7.36,9.93,8.82,11.61,1027,,,84,1.03,0,,,,,,20,801,Clouds,few clouds,02d
1708653600,2024-02-23 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.08,,7.53,8.07,7.71,9.94,1027,,,90,2.06,350,,,,,,14,801,Clouds,few clouds,02n
1708657200,2024-02-23 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.51,10000,6.45,6.76,6.6,8.56,1028,,,93,1.54,110,,,,,,20,801,Clouds,few clouds,02n
1708660800,2024-02-23 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.88,10000,5.98,5.5,6.05,7.75,1028,,,94,2.06,10,,,,,,20,801,Clouds,few clouds,02n
1708664400,2024-02-23 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.45,10000,5.56,5.55,5.35,7.35,1028,,,94,1.54,20,,,,,,20,801,Clouds,few clouds,02n
1708668000,2024-02-23 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.85,10000,5.11,5.85,4.79,7.35,1029,,,95,1.03,10,,,,,,20,801,Clouds,few clouds,02n
1708671600,2024-02-23 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.38,10000,4.79,3.75,4.23,6.64,1029,,,96,2.06,80,,,,,,20,801,Clouds,few clouds,02n
1708675200,2024-02-23 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.28,,4.55,3.63,3.7,6.64,1029,,,95,2.06,300,,,,,,33,802,Clouds,scattered clouds,03n
1708678800,2024-02-23 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.86,,4.28,3.14,3.83,6.38,1029,,,96,2.06,300,,,,,,31,802,Clouds,scattered clouds,03n
1708682400,2024-02-23 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.56,,3.98,2.79,3.28,6.38,1029,,,96,2.06,310,,,,,,49,802,Clouds,scattered clouds,03n
1708686000,2024-02-23 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.97,,3.54,1.2,3.56,5.38,1029,,,97,3.09,310,,,,,,43,802,Clouds,scattered clouds,03n
1708689600,2024-02-23 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.76,,3.33,0.95,2.59,5.58,1029,,,97,3.09,340,,,,,,36,802,Clouds,scattered clouds,03n
1708693200,2024-02-23 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.09,,3.66,4.09,2.72,5.58,1028,,,97,0.51,40,,,,,,31,802,Clouds,scattered clouds,03n
1708696800,2024-02-23 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.74,4023,3.31,2.46,2.72,5.52,1028,,,97,1.54,100,,,,,,75,741,Fog,fog,50n
1708696800,2024-02-23 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.74,4023,3.31,2.46,2.72,5.52,1028,,,97,1.54,100,,,,,,75,701,Mist,mist,50n
1708700400,2024-02-23 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.77,10000,3.48,1.87,2.72,4.98,1028,,,98,2.06,160,,,,,,75,803,Clouds,broken clouds,04n
1708704000,2024-02-23 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.74,1609,4.31,3.6,3.7,6.35,1028,,,97,1.54,100,,,,,,100,701,Mist,mist,50d
1708707600,2024-02-23 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.36,805,4.92,4.31,4.79,6.08,1028,,,97,1.54,120,,,,,,100,741,Fog,fog,50d
1708711200,2024-02-23 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.26,1207,5.82,4.78,5.35,7.19,1028,,,97,2.06,280,,,,,,100,701,Mist,mist,50d
1708714800,2024-02-23 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.38,,6.32,7.38,6.05,8.83,1028,,,93,0.89,195,2.68,,,,,50,802,Clouds,scattered clouds,03d
1708718400,2024-02-23 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.06,10000,7,7.39,6.07,9.97,1027,,,93,1.54,100,,,,,,75,803,Clouds,broken clouds,04d
1708722000,2024-02-23 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.34,10000,6.8,6.81,6.6,10.92,1026,,,90,2.57,230,,,,,,75,803,Clouds,broken clouds,04d
1708725600,2024-02-23 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,10.06,10000,7.48,9.31,7.71,11.65,1026,,,84,0.45,28,2.24,,,,,40,802,Clouds,scattered clouds,03d
1708729200,2024-02-23 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.67,10000,7.1,8.38,7.4,11.1,1025,,,84,2.57,250,,,,,,75,803,Clouds,broken clouds,04d
1708732800,2024-02-24 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.52,,7.3,9.28,8.27,11.13,1024,,,86,1.34,311,4.92,,,,,96,804,Clouds,overcast clouds,04d
1708736400,2024-02-24 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.87,10000,6.32,7.82,7.4,9.98,1024,,,84,2.06,190,,,,,,75,803,Clouds,broken clouds,04d
1708740000,2024-02-24 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.44,10000,6.73,6.29,7.16,9.47,1023,,,89,3.6,120,,,,,,75,803,Clouds,broken clouds,04n
