dt,dt_iso,timezone,city_name,lat,lon,temp,visibility,dew_point,feels_like,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,wind_gust,rain_1h,rain_3h,snow_1h,snow_3h,clouds_all,weather_id,weather_main,weather_description,weather_icon
1708743600,2024-02-24 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.42,10000,6.71,6,7.18,9.47,1023,,,89,4.12,160,,,,,,75,803,Clouds,broken clouds,04n
1708747200,2024-02-24 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.13,10000,6.59,5.65,7.16,8.91,1022,,,90,4.12,130,,,,,,75,803,Clouds,broken clouds,04n
1708750800,2024-02-24 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.55,10000,6.18,6.81,6.6,8.68,1022,,,91,1.54,120,,0.1,,,,75,500,Rain,light rain,10n
1708754400,2024-02-24 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.38,10000,6.32,5.31,6.38,8.35,1021,,,93,3.09,90,,,,,,100,804,Clouds,overcast clouds,04n
1708758000,2024-02-24 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.23,10000,6.33,4.82,6.4,8.35,1021,,,94,3.6,80,,,,,,75,803,Clouds,broken clouds,04n
1708761600,2024-02-24 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.78,10000,6.04,5.39,6.07,7.76,1021,,,95,2.06,70,,,,,,75,803,Clouds,broken clouds,04n
1708765200,2024-02-24 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.59,10000,5.85,4.73,6.05,7.76,1021,,,95,2.57,90,,,,,,100,804,Clouds,overcast clouds,04n
1708768800,2024-02-24 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.67,,5.77,5.8,6.06,7.38,1021,,,94,1.54,230,,,,,,100,804,Clouds,overcast clouds,04n
1708772400,2024-02-24 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.49,,5.75,4.23,6.05,7.35,1020,,,95,3.09,250,,,,,,100,804,Clouds,overcast clouds,04n
1708776000,2024-02-24 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.34,10000,5.75,3.44,6.05,7.28,1020,,,96,4.12,240,,,,,,100,804,Clouds,overcast clouds,04n
1708779600,2024-02-24 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.23,9656,5.79,3.31,5.4,7.35,1020,,,97,4.12,250,,,,,,75,701,Mist,mist,50n
1708783200,2024-02-24 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.13,10000,5.54,3.18,5.4,7.35,1020,,,96,4.12,250,,,,,,100,804,Clouds,overcast clouds,04n
1708786800,2024-02-24 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.87,10000,5.28,3.16,4.96,7.35,1019,,,96,3.6,230,,,,,,75,803,Clouds,broken clouds,04n
1708790400,2024-02-24 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.04,10000,5.3,4.52,5.49,7.38,1019,,,95,2.06,220,,,,,,100,804,Clouds,overcast clouds,04d
1708794000,2024-02-24 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.71,10000,5.97,5.3,6.05,7.57,1019,,,95,2.06,170,,,,,,100,804,Clouds,overcast clouds,04d
1708797600,2024-02-24 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.53,10000,6.63,5.18,6.9,8.27,1019,,,94,3.6,140,,0.12,,,,100,500,Rain,light rain,10d
1708801200,2024-02-24 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.1,10000,6.72,5.61,7.16,9.27,1019,,,91,4.12,120,,0.12,,,,100,500,Rain,light rain,10d
1708804800,2024-02-24 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.06,10000,6.84,5.32,7.16,8.72,1019,,,92,4.63,120,,0.22,,,,100,500,Rain,light rain,10d
1708808400,2024-02-24 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.11,10000,6.73,5.38,7.17,8.72,1018,,,91,4.63,140,,0.28,,,,100,500,Rain,light rain,10d
1708812000,2024-02-24 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.32,10000,7.1,5.23,7.46,8.72,1017,,,92,5.66,150,,0.25,,,,100,500,Rain,light rain,10d
1708815600,2024-02-24 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.36,10000,7.3,5.1,7.46,8.87,1017,,,93,6.17,160,,0.25,,,,100,500,Rain,light rain,10d
1708819200,2024-02-25 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.09,10000,7.18,4.94,7.16,8.91,1016,,,94,5.66,170,,0.31,,,,100,500,Rain,light rain,10d
1708822800,2024-02-25 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.9,10000,6.84,4.34,7.16,8.4,1016,,,93,6.69,180,,0.19,,,,100,500,Rain,light rain,10d
1708826400,2024-02-25 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.57,10000,6.67,4.1,6.35,8.4,1015,,,94,6.17,180,,0.25,,,,100,500,Rain,light rain,10n
1708830000,2024-02-25 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.26,10000,6.51,4.85,6.35,8.36,1015,,,95,3.6,130,,,,,,75,803,Clouds,broken clouds,04n
1708833600,2024-02-25 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.3,10000,6.55,4.9,6.35,8.38,1014,,,95,3.6,180,,,,,,75,803,Clouds,broken clouds,04n
1708837200,2024-02-25 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.33,10000,6.27,6.03,6.6,8.38,1014,,,93,2.06,110,,0.2,,,,100,500,Rain,light rain,10n
1708840800,2024-02-25 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.24,10000,6.19,5.5,6.6,8.38,1014,,,93,2.57,240,,0.35,,,,100,500,Rain,light rain,10n
1708844400,2024-02-25 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.21,10000,6.46,5.1,6.35,8.38,1014,,,95,3.09,170,,0.25,,,,100,500,Rain,light rain,10n
1708848000,2024-02-25 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.14,10000,6.39,3.95,6.35,7.76,1013,,,95,5.14,160,,0.2,,,,100,500,Rain,light rain,10n
1708851600,2024-02-25 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.86,10000,6.42,4.68,6.06,7.45,1013,,,97,3.09,80,,0.16,,,,100,500,Rain,light rain,10n
1708855200,2024-02-25 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.7,10000,6.26,4.86,6.06,7.59,1011,,,97,2.57,60,,0.25,,,,100,500,Rain,light rain,10n
1708858800,2024-02-25 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.9,10000,6.46,5.1,6.06,7.75,1010,,,97,2.57,70,,0.38,,,,100,500,Rain,light rain,10n
1708862400,2024-02-25 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.89,9656,6.45,5.51,6.06,7.76,1010,,,97,2.06,160,,0.64,,,,100,500,Rain,light rain,10n
1708862400,2024-02-25 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.89,9656,6.45,5.51,6.06,7.76,1010,,,97,2.06,160,,0.64,,,,100,701,Mist,mist,50n
1708866000,2024-02-25 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.96,9656,6.37,2.97,6.6,7.76,1009,,,96,7.2,160,,1.4,,,,100,501,Rain,moderate rain,10n
1708866000,2024-02-25 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.96,9656,6.37,2.97,6.6,7.76,1009,,,96,7.2,160,,1.4,,,,100,701,Mist,mist,50n
1708869600,2024-02-25 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.98,8047,6.39,3.16,6.6,7.75,1008,,,96,6.69,180,,1.78,,,,100,501,Rain,moderate rain,10n
1708869600,2024-02-25 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.98,8047,6.39,3.16,6.6,7.75,1008,,,96,6.69,180,,1.78,,,,100,701,Mist,mist,50n
1708873200,2024-02-25 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.93,8047,6.34,4.17,6.6,7.4,1007,,,96,4.12,150,,1.15,,,,100,501,Rain,moderate rain,10n
1708873200,2024-02-25 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.93,8047,6.34,4.17,6.6,7.4,1007,,,96,4.12,150,,1.15,,,,100,701,Mist,mist,50n
1708876800,2024-02-25 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.93,10000,6.19,3.69,6.6,7.4,1006,,,95,5.14,160,,0.51,,,,100,500,Rain,light rain,10d
1708880400,2024-02-25 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.06,10000,6.31,3.1,6.35,7.76,1005,,,95,7.2,170,,0.68,,,,100,500,Rain,light rain,10d
1708884000,2024-02-25 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.51,10000,6.45,3.1,6.61,8.4,1004,,,93,9.26,160,,0.68,,,,75,500,Rain,light rain,10d
1708887600,2024-02-25 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.14,10000,6.76,3.46,7.28,8.91,1003,,,91,11.32,180,,0.69,,,,100,500,Rain,light rain,10d
1708891200,2024-02-25 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.46,10000,7.08,3.78,7.75,8.91,1002,,,91,11.83,170,,0.25,,,,100,500,Rain,light rain,10d
1708894800,2024-02-25 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.87,10000,7.8,4.77,7.84,9.47,1001,,,93,9.77,160,,0.74,,,,75,500,Rain,light rain,10d
1708898400,2024-02-25 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,9.81,10000,7.58,5.69,8.86,10.58,1000,,,86,11.32,240,15.43,0.6,,,,75,500,Rain,light rain,10d
1708902000,2024-02-25 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,8.49,10000,4.32,3.72,7.4,9.4,1001,,,75,12.35,290,15.43,,,,,75,803,Clouds,broken clouds,04d
1708905600,2024-02-26 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.76,,2.46,1.61,6.35,7.75,1002,,,74,11.32,300,,0.14,,,,95,500,Rain,light rain,10d
1708909200,2024-02-26 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.03,10000,1.37,0.63,5.23,7.16,1003,,,72,11.32,280,14.92,,,,,75,803,Clouds,broken clouds,04d
1708912800,2024-02-26 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.25,10000,1.19,0.12,4.4,6.38,1003,,,75,9.26,290,,,,,,75,803,Clouds,broken clouds,04n
1708916400,2024-02-26 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.45,10000,1.31,-1.72,3.38,5.54,1004,,,80,12.35,320,,,,,,100,804,Clouds,overcast clouds,04n
1708920000,2024-02-26 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.43,10000,0.99,-3.34,2.46,4.47,1005,,,84,13.38,310,,,,,,75,803,Clouds,broken clouds,04n
1708923600,2024-02-26 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.58,10000,0.8,-2.68,1.61,3.38,1005,,,88,7.2,310,,,,,,40,802,Clouds,scattered clouds,03n
1708927200,2024-02-26 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.36,10000,0.58,-2.04,1.05,3.35,1005,,,88,5.14,280,,,,,,20,801,Clouds,few clouds,02n
1708930800,2024-02-26 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.39,10000,0.29,-2,0.79,3.35,1005,,,86,5.14,270,,,,,,0,800,Clear,sky is clear,01n
1708934400,2024-02-26 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.96,10000,0.19,-2.8,0.54,2.71,1005,,,88,5.66,260,,,,,,75,803,Clouds,broken clouds,04n
1708938000,2024-02-26 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.79,10000,-0.55,-2.47,0.23,2.71,1005,,,84,4.63,290,,,,,,20,801,Clouds,few clouds,02n
1708941600,2024-02-26 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.39,10000,-1.18,-3.25,-0.62,2.71,1005,,,82,5.14,290,,,,,,20,801,Clouds,few clouds,02n
1708945200,2024-02-26 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.61,10000,-1.29,-4.23,-0.75,1.4,1006,,,86,5.14,280,,,,,,20,801,Clouds,few clouds,02n
1708948800,2024-02-26 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.42,,-1.18,0.42,-1.3,1.35,1006,,,88,0.51,20,,,,,,68,803,Clouds,broken clouds,04n
1708952400,2024-02-26 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.42,10000,-1.04,-4.47,-1.3,1.4,1006,,,89,5.14,290,,,,,,20,801,Clouds,few clouds,02n
1708956000,2024-02-26 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.49,,-0.71,0.49,-1.3,1.35,1007,,,91,0.45,181,1.34,,,,,66,803,Clouds,broken clouds,04n
1708959600,2024-02-26 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.96,10000,-0.57,-4.55,-1.3,2.4,1007,,,89,6.69,280,9.26,,,,,75,803,Clouds,broken clouds,04n
1708963200,2024-02-26 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.88,,-0.18,0.64,-0.32,2.8,1007,,,86,1.34,292,7.15,,,,,60,803,Clouds,broken clouds,04d
1708966800,2024-02-26 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.39,10000,0.61,-2.48,1.08,4.47,1008,,,82,9.77,280,,,,,,75,803,Clouds,broken clouds,04d
1708970400,2024-02-26 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.12,10000,-0.41,-1.51,2.59,4.97,1008,,,72,9.77,290,13.89,,,,,40,802,Clouds,scattered clouds,03d
1708974000,2024-02-26 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.43,10000,-1.31,-0.4,4.38,6.64,1009,,,61,12.35,280,16.46,,,,,20,801,Clouds,few clouds,02d
1708977600,2024-02-26 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.25,10000,-1.87,0.93,4.68,7.59,1009,,,55,11.32,270,,,,,,20,801,Clouds,few clouds,02d
1708981200,2024-02-26 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.16,10000,-3.56,1.18,4.94,7.76,1009,,,48,9.77,280,13.89,,,,,20,801,Clouds,few clouds,02d
1708984800,2024-02-26 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,7.02,10000,-2.86,2.19,5.49,8.35,1008,,,48,10.29,290,13.89,,,,,40,802,Clouds,scattered clouds,03d
1708988400,2024-02-26 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.29,,-5.03,1.94,5.38,8.14,1009,,,42,7.72,290,,,,,,33,802,Clouds,scattered clouds,03d
1708992000,2024-02-27 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,6.25,10000,-4.25,0.93,5.38,7.8,1009,,,45,11.32,270,,,,,,20,801,Clouds,few clouds,02d
1708995600,2024-02-27 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,5.11,10000,-3.94,-0.87,4.38,6.35,1009,,,50,12.52,269,14.75,,,,,40,802,Clouds,scattered clouds,03d
1708999200,2024-02-27 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,4.01,10000,-5.08,-2.55,3.36,4.97,1009,,,49,13.38,290,,,,,,20,801,Clouds,few clouds,02n
1709002800,2024-02-27 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.09,10000,-6.08,-3.16,2.24,3.82,1010,,,48,10.8,300,16.46,,,,,20,801,Clouds,few clouds,02n
1709006400,2024-02-27 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.81,10000,-5.16,-4.19,1.65,3.82,1010,,,53,14.92,300,18.52,,,,,20,801,Clouds,few clouds,02n
1709010000,2024-02-27 05:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.31,10000,-4.72,-4.69,1.08,2.71,1010,,,57,14.4,300,18.52,,,,,0,800,Clear,sky is clear,01n
1709013600,2024-02-27 06:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.95,10000,-4.03,-5.05,-0.03,2.71,1011,,,62,13.89,290,17.49,,,,,20,801,Clouds,few clouds,02n
1709017200,2024-02-27 07:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.52,10000,-3.66,-5.26,-0.19,2.16,1012,,,66,10.8,290,14.92,,,,,20,801,Clouds,few clouds,02n
1709020800,2024-02-27 08:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.3,10000,-3.49,-5.08,-0.62,2.35,1012,,,68,9.26,290,12.35,,,,,0,800,Clear,sky is clear,01n
1709024400,2024-02-27 09:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.61,10000,-3.57,-5.98,-1.72,1.6,1013,,,71,9.26,290,,,,,,0,800,Clear,sky is clear,01n
1709028000,2024-02-27 10:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,-0.12,10000,-3.57,-6.37,-2.28,1.4,1013,,,75,7.72,290,10.29,,,,,0,800,Clear,sky is clear,01n
1709031600,2024-02-27 11:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,-0.4,10000,-3.84,-3.57,-1.99,1.07,1014,,,75,2.57,10,,,,,,0,800,Clear,sky is clear,01n
1709035200,2024-02-27 12:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,-1.1,10000,-3.47,-4.4,-2.6,0.35,1015,,,82,2.57,100,,,,,,40,802,Clouds,scattered clouds,03n
1709038800,2024-02-27 13:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,-1.18,10000,-3.55,-1.18,-2.83,0.35,1015,,,82,0.51,10,,,,,,75,803,Clouds,broken clouds,04n
1709042400,2024-02-27 14:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,-1.31,10000,-3.82,-5.59,-2.54,-0.53,1016,,,81,3.6,80,,,,,,40,802,Clouds,scattered clouds,03n
1709046000,2024-02-27 15:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,-1.07,10000,-3.3,-5.3,-2.54,-0.53,1017,,,83,3.6,80,,,,,,75,803,Clouds,broken clouds,04n
1709049600,2024-02-27 16:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,-0.55,10000,-2.93,-5.38,-1.17,0.38,1018,,,82,4.63,70,,,,,,75,803,Clouds,broken clouds,04d
1709053200,2024-02-27 17:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.01,10000,-2.74,-4,-0.32,2.35,1018,,,74,5.66,100,,,,,,75,803,Clouds,broken clouds,04d
1709056800,2024-02-27 18:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.32,10000,-2.11,-2.09,1.38,3.35,1018,,,71,5.14,110,,,,,,75,803,Clouds,broken clouds,04d
1709060400,2024-02-27 19:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.93,10000,-2.11,-0.42,2.16,4.38,1019,,,68,3.6,120,,,,,,100,804,Clouds,overcast clouds,04d
1709064000,2024-02-27 20:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.69,10000,-2.01,0.5,3.27,4.94,1019,,,65,3.6,140,,,,,,100,804,Clouds,overcast clouds,04d
1709067600,2024-02-27 21:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,3.45,10000,-1.85,-0.92,2.59,4.41,1018,,,67,5.66,150,,,,,,100,804,Clouds,overcast clouds,04d
1709071200,2024-02-27 22:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,2.21,10000,0.11,-2.72,1.35,3.32,1018,,,86,6.17,100,,,,,,100,500,Rain,light rain,10d
1709074800,2024-02-27 23:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,1.43,,-0.02,-4.16,1.05,2.76,1017,,,90,7.2,110,,,,0.12,,100,600,Snow,light snow,13d
1709078400,2024-02-28 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.78,2012,-0.19,-5,0.39,2.21,1016,,,93,7.2,140,,0.64,,,,100,615,Snow,light rain and snow,13d
1709078400,2024-02-28 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.78,2012,-0.19,-5,0.39,2.21,1016,,,93,7.2,140,,0.64,,,,100,701,Mist,mist,50d
1709078400,2024-02-28 00:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.78,2012,-0.19,-5,0.39,2.21,1016,,,93,7.2,140,,0.64,,,,100,500,Rain,light rain,10d
1709082000,2024-02-28 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.62,2012,-0.08,-5.61,-0.05,1.65,1015,,,95,8.23,80,,0.51,,,,100,615,Snow,light rain and snow,13d
1709082000,2024-02-28 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.62,2012,-0.08,-5.61,-0.05,1.65,1015,,,95,8.23,80,,0.51,,,,100,701,Mist,mist,50d
1709082000,2024-02-28 01:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.62,2012,-0.08,-5.61,-0.05,1.65,1015,,,95,8.23,80,,0.51,,,,100,500,Rain,light rain,10d
1709085600,2024-02-28 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.33,4023,-0.2,-6.67,-0.61,1.64,1014,,,96,10.29,70,,0.51,,,,100,615,Snow,light rain and snow,13n
1709085600,2024-02-28 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.33,4023,-0.2,-6.67,-0.61,1.64,1014,,,96,10.29,70,,0.51,,,,100,701,Mist,mist,50n
1709085600,2024-02-28 02:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.33,4023,-0.2,-6.67,-0.61,1.64,1014,,,96,10.29,70,,0.51,,,,100,500,Rain,light rain,10n
1709089200,2024-02-28 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.42,6437,-0.12,-6.58,-0.61,1.64,1012,,,96,10.8,70,,0.25,,,,100,701,Mist,mist,50n
1709089200,2024-02-28 03:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.42,6437,-0.12,-6.58,-0.61,1.64,1012,,,96,10.8,70,,0.25,,,,100,500,Rain,light rain,10n
1709092800,2024-02-28 04:00:00 +0000 UTC,-28800,The University of British Columbia,49.260605,-123.245994,0.68,6437,0.12,-6.06,-0.05,2.19,1011,,,96,9.77,80,,,,0.51,,100,601,Snow,snow,13n
