date,index,Actual,North,West,Rose,Health Sciences,Fraser,Thunderbird,University Lot Blvd
2023-02-12 12:00:00,177,32,66.93822509156094,67.83788653839032,49.6943549703694,87.51547553532968,84.68708212118511,150.65015487775847,
2023-02-12 13:00:00,178,59,62.59593941025575,71.01328232749351,61.82403924587968,95.41443635681225,88.6750888245705,149.06060680064988,
2023-02-12 14:00:00,179,59,64.58062327590216,65.46655220006271,106.2700960896939,101.44754183192153,93.4506589721685,137.30580053618476,
2023-02-12 15:00:00,180,73,76.09610974341244,76.28636223638155,106.47588215335168,117.06151987547702,92.29009934479018,147.3795364023866,
2023-02-12 16:00:00,181,60,78.54594828405816,72.08299869736757,126.64133332099615,91.30107322539394,87.61595823944013,151.23404698170822,
2023-02-12 17:00:00,182,52,57.38364360733386,57.807242849235465,71.52674265051785,85.21621854543498,90.22593185813838,146.88788408070025,
2023-02-12 18:00:00,183,37,37.42202966341478,49.56200588911411,45.21795079283002,80.60993450594886,89.00454740355858,152.00756510059026,
2023-02-12 19:00:00,184,19,20.34874437920281,40.86074419792255,27.294686767616973,73.75366544367505,87.92641594701108,171.0512273134061,
2023-02-12 20:00:00,185,3,6.992117496918456,38.03685705762464,26.04482461395333,54.70593783080752,87.08511617423834,186.52678915310784,
2023-02-12 21:00:00,186,0,7.385765752854689,40.07649769662071,15.190127743483089,48.394092961397,89.8651390411734,163.92411961523302,
2023-02-12 22:00:00,187,0,4.447046820793546,36.56045966287163,13.65715729908463,45.7046742759201,89.45747979787538,152.40975786073736,
2023-02-12 23:00:00,188,1,2.875933865621408,27.031486913546924,8.521846975803122,37.02333765413648,89.9757392148236,115.2744046671505,
2023-02-13 00:00:00,189,0,2.7434543358689463,48.5488169067588,5.516081670740815,21.878186057363763,86.28058313029155,80.74316447232322,
2023-02-13 01:00:00,190,0,2.92651701346414,45.19308459930732,5.380551088338107,19.98038237719362,85.73437675312036,78.48785648112413,
2023-02-13 02:00:00,191,1,7.227888184379872,34.800146491873384,5.280551088338106,19.869260555278288,85.78061009795684,78.42037684091758,
2023-02-13 03:00:00,192,0,0.797560832498556,0.3219756068971449,0.6573655987605664,20.03563656288981,85.78061009795684,0.0,
2023-02-13 04:00:00,193,0,0.3272240172693231,0.6808104422941976,0.6573655987605664,0.0,1.4585005055538902,0.5687645770831148,
2023-02-13 05:00:00,194,1,1.2807822585249045,0.7444167461575255,0.6573655987605664,0.0,5.51823871665289,1.206603298906371,
2023-02-13 06:00:00,195,17,17.162233052438605,14.930926163482416,0.3920821798861058,6.604336886495608,10.4144716884134,16.10638569050089,
2023-02-13 07:00:00,196,62,61.454408272534174,88.01545878618224,9.954392907915516,117.81015380967422,17.090346551322483,60.91697296158634,
2023-02-13 08:00:00,197,122,124.09957310470205,199.79470003806608,54.77408340075264,328.51561248784566,60.53595810193799,232.751685509634,
2023-02-13 09:00:00,198,235,241.7470141126607,378.0940244510697,189.4939717938589,543.7250787253788,197.01088217443072,499.95011330628506,
2023-02-13 10:00:00,199,354,385.2659836081417,525.7443578493885,330.98358458079565,715.6995049256052,341.9351145263639,787.2661423518724,
2023-02-13 11:00:00,200,415,439.5835642825569,579.262247615012,444.1534775059946,766.0631916809133,409.95340498109726,818.3554532834329,
2023-02-13 12:00:00,201,446,458.351510104262,623.9732796006144,458.11110895983705,797.1845786599811,420.9858606346783,828.4287001114451,
2023-02-13 13:00:00,202,460,463.3465099026849,625.8492550618973,530.6882488954541,796.9826349712923,459.1099745854529,864.1712608684174,
2023-02-13 14:00:00,203,454,464.68051750406215,624.9788897051553,527.4624563337078,790.6691778851207,452.2734089944478,895.8559062648233,
2023-02-13 15:00:00,204,381,400.0884338301647,613.7273021904997,483.13981525293394,761.0511691737596,412.4199437327442,897.2751861250321,
2023-02-13 16:00:00,205,296,309.6356712687409,486.7346253422753,366.4756938138693,612.0738631016355,396.22585714184487,696.0908453867739,
2023-02-13 17:00:00,206,168,136.7401440910225,306.6355304193353,218.4077809613514,383.9535126796373,259.78679079964104,488.209979994813,
2023-02-13 18:00:00,207,77,17.65673385826909,200.1690136920428,162.74712051931502,178.10172375782645,139.02462454968222,273.703147667658,
2023-02-13 19:00:00,208,3,0.1201508118386826,161.7470073740522,112.40987383698987,136.29885828304333,89.61443268939668,215.66186943705597,
2023-02-13 20:00:00,209,3,1.4280623763130107,116.19923172024482,79.57541443233517,78.15776794091978,67.44322315134028,201.6992087638401,
2023-02-13 21:00:00,210,0,0.1613278802859577,80.0627573614801,49.12363635370305,56.485205140348775,64.28078393268038,146.60509953353954,
2023-02-13 22:00:00,211,1,0.0141816888419966,43.68530570919077,14.587959767544858,45.35377047930909,51.63237340461218,133.27404059696545,
2023-02-13 23:00:00,212,1,0.8596212995540083,37.4449414671009,7.1862696657038185,30.25407059206608,47.00221390212351,94.39302453371631,
2023-02-14 00:00:00,213,0,0.0,29.295278313037333,3.027934788125761,0.2770009788910839,40.1098021406673,60.89466106232282,
2023-02-14 01:00:00,214,0,0.1038455855689377,28.16076054622307,3.144495064103931,0.6183147066269247,37.93378743725223,59.33514096405248,
2023-02-14 02:00:00,215,0,0.4484267404402804,20.012125556896965,3.144495064103931,0.0233462319134981,37.68210554032381,54.93530040231132,
2023-02-14 03:00:00,216,1,1.200593038695821,18.890525225726524,3.144495064103931,0.3390358962867568,39.37234883081904,53.6174721176749,
2023-02-14 04:00:00,217,3,2.246007592355511,19.327997408421385,2.831505102520272,0.2967833879684313,39.53735354001224,57.80953171493756,
2023-02-14 05:00:00,218,5,2.395732329137333,19.09918722173178,2.831505102520272,0.51659663459966,40.00061703706261,57.51808628858766,
2023-02-14 06:00:00,219,24,19.039565028402915,41.09752584570062,3.591406301588939,14.998389732948633,42.1229873805174,63.800821025942376,
2023-02-14 07:00:00,220,68,63.27611058299426,104.85969032700406,11.295729509605088,144.07216101317618,48.976461274863645,124.7029781942522,
2023-02-14 08:00:00,221,125,122.764135826873,177.77542569917674,56.17785412011739,318.07355850994537,81.85173623027248,261.24650462245825,
